第1题: 1/2*(1'1/3+(1/5+4))=2'23/30
第7933题: 7/8+2'1/2+3-6=3/8
第7934题: 8'9/10÷(9*2/6)*8=23'11/15
第7935题: 4/9÷(3/5÷3'3/5)=2'2/3
第7936题: 4-(3/5÷4)*2=3'7/10
第7937题: 1/7*1/1=1/7
第7938题: (7/9-7)*1/1*3/6=-3'1/9
第7939题: 3'1/5+(4-8)=-4/5
第7940题: 7*(2/5÷8)=7/20
第7941题: 1/5-(4/5÷4/8)=-1'2/5
第7942题: 9*3'4/6=33
第7943题: 7*(8-3)=35
第7944题: (9*9+4)=85
第7945题: 1/6-(2'3/7-2'3/9)=1/14
第7946题: 2*8+5=21
第7947题: 7/9÷(6÷(6-6))=0/54
第7948题: (8/10+1/10)÷6=3/20
第7949题: 4-(3*(2-1/3))=-1
第7950题: (4'1/10-9-6)=-10'9/10
第7951题: (5/6+3)÷4+10=10'23/24
第7952题: 9*6/7÷4/9=17'5/14
第7953题: 10+(2÷1)÷2'2/3=10'3/4
第7954题: (1'2/3-9)+7=1/-3
第7955题: (2'1/6+5/6-2'3/9)-8'7/8=-8'5/24
第7956题: (1+1/3-1/4)*1/1=1'1/12
第7957题: 10*2'3/5-(3/5+2/6)=25'1/15
第7958题: (4-7-(10+9))=-22
第7959题: 6÷10*10-1/3=5'2/3
第7960题: 3-1/6=2'5/6
第7961题: 5-2/3-4=1/3
第7962题: 10÷(5+3/4)=1'17/23
第7963题: (4'5/9-6'4/9)+4/10=-1'22/45
第7964题: 10÷6*5=8'1/3
第7965题: (6/7+1/1)÷2'1/3+5=5'39/49
第7966题: (3+9)-7=5
第7967题: (10÷(3÷7+2))=4'2/17
第7968题: 8*9'6/9=77'1/3
第7969题: 3'5/10-10=-6'1/2
第7970题: (7÷5)*(2*3)=8'2/5
第7971题: 1+5'1/6=6'1/6
第7972题: 6'7/9+10+2'3/7=19'13/63
第7973题: 3+(10-(2'1/2-3'1/4))=13'3/4
第7974题: 2'3/6+7'2/7=9'11/14
第7975题: 8÷(1-3/6)=16
第7976题: 3'2/3-(1'1/1+2/7)=1'8/21
第7977题: 3'5/6*3'1/3+4'1/9=16'8/9
第7978题: 8-5'4/6=2'1/3
第7979题: 2'1/5*6/7*2/10+2/5=136/175
第7980题: 4/6*3/6=1/3
第7981题: (8-1/2)-2=5'1/2
第7982题: (3/7+6'8/9)÷8=461/504
第7983题: 2'1/2-(7-5'1/6)*6=-8'1/2
第7984题: 1'1/1÷(8'1/8*6/9)=24/65
第7985题: 3/6÷3'1/3÷1=3/20
第7986题: (8+4'1/4÷6-1/1)=7'17/24
第7987题: 7*7'1/8=49'7/8
第7988题: 5'1/5*(1/6+4'7/10)=25'23/75
第7989题: (8*1/1+9)+4=21
第7990题: 5/10÷3'1/8=4/25
第7991题: (1'1/2-9+1'1/1)+4=-1'1/2
第7992题: 3/8÷(5÷1'1/5)=9/100
第7993题: 2+5/8=2'5/8
第7994题: 6+1/1=7
第7995题: 2'1/2*1/8=5/16
第7996题: (8-8/10)+6=13'1/5
第7997题: 4+1/4÷1/1=4'1/4
第7998题: 3*(1'1/3-8)+1/10=-19'9/10
第7999题: 1'1/8*(3'4/6*2'1/3)=9'5/8
第8000题: (2/6*1÷3'1/3)=1/10
第8001题: (1/9-6'3/7÷6/7)*2'2/3=-19'19/27
第8002题: 8-(1'1/2+6/7)-1/6=5'10/21
第8003题: (8÷7-7/8)=15/56
第8004题: 1'1/1÷9-1/4=1/-36
第8005题: 2*1*7/9=1'5/9
第8006题: (7-1)-(5'5/6*1/2)=3'1/12
第8007题: 4*2'3/4-4/8=10'1/2
第8008题: 1/5*8=1'3/5
第8009题: (5÷3'7/10÷2'1/8)-10=-9'229/629
第8010题: 5/9+3=3'5/9
第8011题: (1/8-1/1*1/5)-6=-6'3/40
第8012题: 2'1/6-(1/2+3/9)-1=1/3
第8013题: (2/6÷5)+1=1'1/15
第8014题: (9÷(10+1'1/1÷9))=81/92
第8015题: 3+(2/3+7*4)=31'2/3
第8016题: 8/9-(2'1/2-2/10)+4=2'53/90
第8017题: (8-6+7*5)=37
第8018题: 1'1/2*1/6=1/4
第8019题: 2*3/4+2'1/3*7=17'5/6
第8020题: 1/2+(10*4)=40'1/2
第8021题: 2/3+1'1/1+(6÷2/5)=17'2/3
第8022题: 7-1'1/5=5'4/5
第8023题: 5+3/9=5'1/3
第8024题: (2/9*10)-1/3+5'6/8=7'23/36
第8025题: (2'8/9-4/6)*3=6'2/3
第8026题: 2/9+4'4/5=5'1/45
第8027题: 2*2-8=-4
第8028题: 3/5÷10=3/50
第8029题: (6-2/3)+2=7'1/3
第8030题: (1/3+1'1/1)*2'6/9*4/7=3'5/9
第8031题: 2/8-(1/7÷(1'1/4+1/10))=109/756
第8032题: 4/10*7=2'4/5
第8033题: 5*3'6/10=18
第8034题: (6/9*3-9)=-7
第8035题: 9÷1/2+(2'3/10+10)=30'3/10
第8036题: (2÷1/3÷6)*3=3
第8037题: 2÷7+4+3'6/10=7'31/35
第8038题: 4'1/6÷10=5/12
第8039题: 4/9-4=-3'5/9
第8040题: 3/8+(9*2/3)=6'3/8
第8041题: 3'3/4+10=13'3/4
第8042题: (4-1/1)-1/6=2'5/6
第8043题: (10-5/7)÷2/4+8=26'4/7
第8044题: (10-2/8)*5/9-5'1/5=13/60
第8045题: 4÷(6*1/7)=4'2/3
第8046题: (4-6)+1'1/1=0/1
第8047题: (7*9'3/10)*(2÷8)=16'11/40
第8048题: (7*1/6÷(1+4/8))=7/9
第8049题: 6'3/8-6=3/8
第8050题: (1'8/9+9)-3=7'8/9
第8051题: (2/7-4)*4'1/4÷10=-1'81/140
第8052题: (5'4/5-8*5-2)=-36'1/5
第8053题: 9-(4/10-4+1'1/3)=11'4/15
第8054题: 3'4/6*7=25'2/3
第8055题: (5÷1/2)÷2=5
第8056题: (8'3/8÷2'1/3)÷3*1/1=1'11/56
第8057题: 10*(3+(9+3))=150
第8058题: 10+4*3=22
第8059题: (5/10-2'1/2÷3)-10=-10'1/3
第8060题: (4*4)-(1'1/1-10)=24
第8061题: 1/2÷3-3=-2'5/6
第8062题: 7+3'1/3÷(5/9*6'1/6)=7'36/37
第8063题: (2÷1'1/1)+3'1/3-4=1/3
第8064题: 8-2'1/5÷8=7'29/40
第8065题: 10÷1/4=40
第8066题: 6'2/10÷4/6+4'1/4÷10=9'29/40
第8067题: 1'2/3÷5+10-10=1/3
第8068题: 10*3+6=36
第8069题: 4'4/7-9=-4'3/7
第8070题: 3'1/4*3*4'3/7*9'7/9=422'4/21
第8071题: (8'3/8*5'4/6÷7)÷9=1139/1512
第8072题: 4'1/10÷2'3/8÷7'4/8÷1/3=328/475
第8073题: 3/5*8÷4÷5=6/25
第8074题: 8÷(1'1/6-8'1/10)=-1'2/13
第8075题: 9*5-1'3/4÷4/6=42'3/8
第8076题: (1'1/1÷3/10)-4=2'2/3
第8077题: 7-2'1/4=4'3/4
第8078题: (6÷10'3/10+1/8)=583/824
第8079题: (9+2'3/5)+1/3=11'14/15
第8080题: 2÷4/7=3'1/2
第8081题: (2'3/4+2)-2/8=4'1/2
第8082题: 2'4/8+(4/7+9)=12'1/14
第8083题: 1'9/10-1'1/2*5=-5'3/5
第8084题: 4'2/4+5/7=5'3/14
第8085题: 6*6=36
第8086题: (1/1*2)÷6=1/3
第8087题: 1/6-(7÷1)=-6'5/6
第8088题: 5'3/6+9/10=6'2/5
第8089题: 2/3*1-4=-3'1/3
第8090题: (10*4)-2=38
第8091题: 1/4*(3÷2'3/8)+4/9=130/171
第8092题: 7÷1÷4=1'3/4
第8093题: (9'4/10÷7)-(6/8+5)=-4'57/140
第8094题: (2'1/4*2'1/2)+4/5*3=8'1/40
第8095题: 1/2*(7*10)=35
第8096题: 1-(10*5)=-49
第8097题: (2'3/5+6/9*5/10)=2'14/15
第8098题: 2'1/2-3/9=2'1/6
第8099题: 3/5÷3=1/5
第8100题: 4'4/8*(3-3+2)=9
第8101题: 6÷7'1/7=21/25
第8102题: (6-2'2/3+9)+10=22'1/3
第8103题: 2+9-2'1/2=8'1/2
第8104题: 3/6*1/6÷1/3=1/4
第8105题: 9÷(1'1/1+1-5)=-4'1/2
第8106题: 2'1/2-6'3/7=-3'13/14
第8107题: 7+1'3/5÷1/9=21'2/5
第8108题: 1+(4'8/9÷1/6-4)=26'1/3
第8109题: 2'1/3+(2*(2*8))=34'1/3
第8110题: (3+2/7)*4=13'1/7
第8111题: 4/8*(9*1/6)=3/4
第8112题: 1/5÷10-(2-9'1/10)=7'3/25
第8113题: (3'1/8÷8÷7)=25/448
第8114题: 6+1/5÷3/9=6'3/5
第8115题: (1/10-2'3/5)+(7/10*3'7/9)=13/90
第8116题: (6/8-1'2/3+(3/4*1/6))=-19/24
第8117题: 1/4+1/2=3/4
第8118题: 3'3/4+3/7+9=13'5/28
第8119题: 5÷9-4'2/4+3'1/5=67/-90
第8120题: 8/9*5-9-5/7=-5'17/63
第8121题: 5*(7/10-4)-1/2=-17
第8122题: 2/6÷(1/3*4)=1/4
第8123题: 8+(2+2/9)=10'2/9
第8124题: 1/1*8'4/9=8'4/9
第8125题: 1'1/2*1/3=1/2
第8126题: (6*2÷3)+2/8=4'1/4
第8127题: 5/9÷(5÷8)=8/9
第8128题: (4'2/7-(1/1*10÷9))=3'11/63
第8129题: (3-3/4-1/3)=1'11/12
第8130题: (2÷1/2)-4/7=3'3/7
第8131题: 9+1/3+1'1/1-1'1/2=9'5/6
第8132题: 1*(7÷(1/1+1'1/1))=2'1/3
第8133题: 2*5'1/5=10'2/5
第8134题: 1'1/2-1=1/2
第8135题: (4+2)*1/1=6
第8136题: (1-10'8/10-7)+10=-6'4/5
第8137题: 2*1/2=1
第8138题: (1/6÷3/8÷(1/7+8/9))=28/65
第8139题: 6*(2*4'5/7)=56'4/7
第8140题: 3'4/7÷(3/8÷7)=66'2/3
第8141题: (3*3'1/3)÷1+4/7=10'4/7
第8142题: (3'7/10÷10)-8÷2/8=-31'63/100
第8143题: 1/5+8*8=64'1/5
第8144题: 2'1/2+(5÷7)=3'3/14
第8145题: (8/9+5-6+7)=6'8/9
第8146题: (8-6)*1'1/1÷5/9=7'1/5
第8147题: (3/4-4)+(2'3/5÷7)=-2'123/140
第8148题: 10÷(2*1'1/1)=2'1/2
第8149题: (6÷3)*8÷1/10=160
第8150题: (4-3'2/3)*1/1÷3=1/9
第8151题: (7-4/7)-1'2/3*8=-6'19/21
第8152题: 3÷1'5/6*4/5=1'17/55
第8153题: 8*1/7=1'1/7
第8154题: 1/10*(2/3-2'1/2)=11/-60
第8155题: (3+4/8)÷4*2=1'3/4
第8156题: (6'1/6÷1'6/7)+2=5'25/78
第8157题: 5/9÷(4'1/6+2)=10/111
第8158题: 1/7÷4÷10+1'5/6=1'703/840
第8159题: 5-1/2=4'1/2
第8160题: 7+1/3=7'1/3
第8161题: 1/1+1=2
第8162题: 3-4-(5+5)=-11
第8163题: 2+7*(2/7*1/3)=2'2/3
第8164题: 2/9÷2'1/2=4/45
第8165题: 4-6*9-1/1=-51
第8166题: (1'1/3÷2'2/3÷6)=1/12
第8167题: (4'1/8+4)+5=13'1/8
第8168题: 5'1/5*1'5/10*6=46'4/5
第8169题: 2'4/7÷5/7=3'3/5
第8170题: 5*2/8=1'1/4
第8171题: 9*2/4=4'1/2
第8172题: 6*4=24
第8173题: 5/9-(3*7)=-20'4/9
第8174题: 2/7-5÷(1'1/1*8)=-3/112
第8175题: 5'1/6+9=14'1/6
第8176题: 4-6=-2
第8177题: 4/9÷(7'7/8*10)=16/2835
第8178题: 4+(2'1/2*3/9)+2'1/2=7'1/3
第8179题: 7÷(1'2/3-(1/8*2))=4'16/17
第8180题: 2'1/2-(7/9+5+4/5)=-4'7/90
第8181题: 1'1/4*7=8'3/4
第8182题: (6+1)-1/5=6'4/5
第8183题: 7*6-(3-2)=41
第8184题: 2/6*(8+(7*3'2/6))=10'4/9
第8185题: 5'1/7÷8/9=5'11/14
第8186题: 9*(1/4-3*1/9)=-3/4
第8187题: 3'2/3÷(1/5*(4'4/6-5))=-55
第8188题: 3÷2/9÷4+2/7=3'37/56
第8189题: 1/1+10=11
第8190题: 1*(2'2/3+2'1/10)=4'23/30
第8191题: (4'1/6+3/8÷5)+2=6'29/120
第8192题: 5*2/6=1'2/3
第8193题: (5*1/3-5)=-3'1/3
第8194题: (4-1-5/6)+3/4=2'11/12
第8195题: (3/4+8)+6=14'3/4
第8196题: 5-(7-7)=5
第8197题: 9/10+6=6'9/10
第8198题: 1/1÷5'2/6-1/1=13/-16
第8199题: 5*(7÷1/1)=35
第8200题: 4'1/4-1'2/7=2'27/28
第8201题: 3'1/5÷2=1'3/5
第8202题: 1/1÷2/8=4
第8203题: 1/10*1/8-9=-8'79/80
第8204题: 9-4/9*1/9-4=4'77/81
第8205题: (2+7*3)-2=21
第8206题: (1/4+(9+5'4/5*2'1/6))=21'49/60
第8207题: (8-8*4'3/7)=-27'3/7
第8208题: 4*3'4/5=15'1/5
第8209题: 2'7/10-8*3/4=-3'3/10
第8210题: 1'1/3+9*3+4=32'1/3
第8211题: 4-1/2÷(3'1/6+6'1/6)=3'53/56
第8212题: 4'1/5÷(1'2/3*6/10)=4'1/5
第8213题: 10-10=0/1
第8214题: (1/1÷10)÷8=1/80
第8215题: 1'1/2-(5*(4/6-3'2/3))=16'1/2
第8216题: 2/3*1÷4=1/6
第8217题: 1'2/6+5*2÷1=11'1/3
第8218题: 2'1/2-7'3/7=-4'13/14
第8219题: 7+1/2*4÷8=7'1/4
第8220题: (6/9*3÷3/5)=3'1/3
第8221题: 2+8*1/6+2'1/4=5'7/12
第8222题: 1/3*2/3+10=10'2/9
第8223题: 2*2'1/2=5
第8224题: 3÷(5-3)=1'1/2
第8225题: 3/7-4/7=1/-7
第8226题: 5*(1/1*10)=50
第8227题: 4/6-7'5/9*2÷1/10=-150'4/9
第8228题: 1/2-4'2/6=-3'5/6
第8229题: (1/4*2/3*3/6)+1/2=7/12
第8230题: 5*4*1/3=6'2/3
第8231题: 5/10*3'8/9-5'4/10-1'2/8=-4'127/180
第8232题: 10-2÷1/2-5=1
第8233题: 3'1/3-(1'1/5-7+4)=5'2/15
第8234题: (1/4+1'1/3-5)÷5=-41/60
第8235题: 2/4+2/3=1'1/6
第8236题: 1'1/1+(3/6+(4'2/8+5))=11'3/4
第8237题: 3÷9÷4/7+6=6'7/12
第8238题: 5'2/6÷6÷1=8/9
第8239题: 5'7/8÷2+10+10=22'15/16
第8240题: 3+(10*10'8/10)=111
第8241题: 9'4/9÷1'1/1=4'13/18
第8242题: 2'1/2-6=-3'1/2
第8243题: 2'1/3+3/4=3'1/12
第8244题: 4'2/9-2'6/10=1'28/45
第8245题: 1/1-2/3=1/3
第8246题: (10-3-8'4/8)÷3=1/-2
第8247题: 1+5'4/6=6'2/3
第8248题: 8-(5'1/7+(2'1/2*1/2))=1'17/28
第8249题: (7'3/9+7'5/7)*(1*3'4/10)=51'17/105
第8250题: 7÷(8+7)=7/15
第8251题: 7'3/8+(8÷6/7)-9=7'17/24
第8252题: 1'1/7÷7÷2=4/49
第8253题: 4÷4'6/10*1/4=5/23
第8254题: 1/1÷6=1/6
第8255题: 1/10+10=10'1/10
第8256题: 7-5/6-8/10=5'11/30
第8257题: (5÷2'2/3*(5/10-1'1/1))=-2'13/16
第8258题: 1/2÷4=1/8
第8259题: 1/3-10=-9'2/3
第8260题: (1/1*10+9)=19
第8261题: 8'3/8-(8'1/9-(6*1/2))=3'19/72
第8262题: 2'4/7÷6=3/7
第8263题: 3+10+1+5'3/9=19'1/3
第8264题: 8+(7-(8*2))=-1
第8265题: 9÷5'2/7=1'26/37
第8266题: (2÷(1+5'4/5÷8/9))=80/301
第8267题: 2*1'1/1+(1/3÷1)=4'1/3
第8268题: 1/6+2'1/6=2'1/3
第8269题: 9-9=0/1
第8270题: 10÷5'5/7=1'3/4
第8271题: (8+4)*1=12
第8272题: 1'1/1*(3+8)=22
第8273题: 1'3/4-9+1+1=-5'1/4
第8274题: (1'1/3-2+2'2/9*6)=12'2/3
第8275题: 7'3/8*3=22'1/8
第8276题: (1/3÷1'1/1)+(6+2'2/3)=8'5/6
第8277题: 6'8/10*3'1/8=21'1/4
第8278题: 7+1/2=7'1/2
第8279题: 1*4+1'1/1-6=0/1
第8280题: 6-5*3=-9
第8281题: (3/5-3/8-4)-3'3/6=-7'11/40
第8282题: 2'1/6*6=13
第8283题: 6-2*1=4
第8284题: 2'1/2-1=1'1/2
第8285题: (1/2-4*7)=-27'1/2
第8286题: (1/1÷1'4/7)*(9+1)=6'4/11
第8287题: (1'2/5*3'2/3)*3=15'2/5
第8288题: (9+2'1/3)*9-4=98
第8289题: (2'3/4÷7÷6/8)=11/21
第8290题: 6'4/7-7=-3/7
第8291题: 1/3-(1/10-1'1/2)=1'11/15
第8292题: 1/7÷2/9=9/14
第8293题: 6'2/8-10=-3'3/4
第8294题: 1/5+5=5'1/5
第8295题: 6'3/7+(7-2/4)=12'13/14
第8296题: 1/4-(10*3)÷2'1/2=-11'3/4
第8297题: 5÷7/10=7'1/7
第8298题: 7'6/7÷(7+3'3/6)+6=6'110/147
第8299题: 3/9-(4'1/6+2'6/7)=-6'29/42
第8300题: 1'3/5-(1/7÷2'1/3)=1'132/245
第8301题: 4-(10÷1/10)=-96
第8302题: 2-7*(7'2/10-2)=-34'2/5
第8303题: 5'6/7-(8÷(2'2/3+1/1))=3'52/77
第8304题: 1/3-9÷1=-8'2/3
第8305题: 9-3'2/4=5'1/2
第8306题: (10+6)÷1/7-5/8=111'3/8
第8307题: (4÷3'1/6÷10)+6/10=69/95
第8308题: 3÷3/6+5'5/8=11'5/8
第8309题: (8*1)+4*1/1=12
第8310题: 1-2/5-6=-5'2/5
第8311题: 2/8*1'1/2=3/8
第8312题: 6-4÷9=5'5/9
第8313题: 3+4'1/4*7/10-1/1=4'39/40
第8314题: (4+4'4/6)+2-10=2/3
第8315题: (1/1÷2'8/9)*(3÷2)=27/52
第8316题: 1'1/2-(2÷1/5)=-8'1/2
第8317题: (6/9*2/8*(8*6/9))=8/9
第8318题: 5'6/7+(7+4)=16'6/7
第8319题: 2*(8÷9)=1'7/9
第8320题: (10÷1/5÷5)=10
第8321题: 9/10*1+2=2'9/10
第8322题: 10*6/8÷4=1'7/8
第8323题: 1/5*(10*3/10)=3/5
第8324题: 1'1/4*(3-4'5/6)÷1/4=-9'1/6
第8325题: 10-(7*1/4)+5/7=8'27/28
第8326题: 4'2/10+1'1/1=6'1/5
第8327题: 6-6*6/9=2
第8328题: (5'2/8*3'3/10)-2'1/9=15'77/360
第8329题: (1'1/1÷6/9)÷(6÷9)=4'1/2
第8330题: 9'4/10-1/3=9'1/15
第8331题: 1+9-7=3
第8332题: (3*2/5)-4'1/5-4/8=-3'1/2
第8333题: (1+1)÷1'1/1+10=11
第8334题: (9*10)*6=540
第8335题: 10-5=5
第8336题: 2+(1'1/1+2*3)=10
第8337题: 5*1/2*(1'1/4÷1/2)=6'1/4
第8338题: 6*3÷1'1/1-2=7
第8339题: (2/9+2/4*1/9)-9=-8'13/18
第8340题: 10+8=18
第8341题: 1'2/6+1=2'1/3
第8342题: 6/7+5=5'6/7
第8343题: 5+1÷1/2=7
第8344题: (6-9÷8/9)*3/4=-3'3/32
第8345题: 4/5*4'2/4=3'3/5
第8346题: 1/3+(2'1/2-3*1)=1/-6
第8347题: (7÷2'3/4÷1)+1=3'6/11
第8348题: (10+5'1/8-3)+1/9=12'17/72
第8349题: 3'1/8-1'3/5*8'1/8=-9'7/8
第8350题: (1÷1'1/1)-5=-4'1/2
第8351题: 2+(4/6*3/7)=2'2/7
第8352题: (2*5'1/5)÷2'1/10=4'20/21
第8353题: 1'1/1-4*9=-34
第8354题: 5-1'1/6*5'3/5=-1'8/15
第8355题: 1-6-2/5=-5'2/5
第8356题: 3*(3+2)-3/6=14'1/2
第8357题: 1/6-3÷7+1'1/2=1'5/21
第8358题: 4+(2'1/2+10)=16'1/2
第8359题: 2/6-2'1/10=-1'23/30
第8360题: (1*4*6)+3/4=24'3/4
第8361题: 1÷1/3=3
第8362题: 3'1/3÷3/6÷3/5=11'1/9
第8363题: (1'1/1+(2/5-8-3))=-8'3/5
第8364题: 2'1/6÷9'3/9-7/8+1/5=-31/70
第8365题: 1/4÷(4*1/4+4)=1/20
第8366题: 10-1/8=9'7/8
第8367题: 1/3+4-9=-4'2/3
第8368题: 10-9/10=9'1/10
第8369题: (1/2+3/7)+3'4/9*1/3=2'29/378
第8370题: 6/8*(1/4+(4*1'1/1))=6'3/16
第8371题: 1/7+1/10=17/70
第8372题: 8+1'1/7=9'1/7
第8373题: (1'1/1+2)+4/5=4'4/5
第8374题: 2/4÷(4*1/3)=3/8
第8375题: 9*3'3/4=33'3/4
第8376题: (3÷2/8+8)-9'7/10=10'3/10
第8377题: 1'1/1+8-5'1/5÷2/3=2'1/5
第8378题: 1/3+(5/9+(2/3÷1))=1'5/9
第8379题: (1-6)÷9'1/9=45/-82
第8380题: (1/1*10'1/10)*2=20'1/5
第8381题: 8÷1'1/2=5'1/3
第8382题: 9'8/9-6/9+1/1=10'2/9
第8383题: 4/8-(6÷9)=1/-6
第8384题: 3÷(9-7)÷4=3/8
第8385题: 1/2+(5/8÷2+6)=6'13/16
第8386题: 8+1/1÷4/6=9'1/2
第8387题: (4*3'1/10)÷(2÷3'3/5)=22'8/25
第8388题: 7÷(2-5/7)=5'4/9
第8389题: (1/5-6'7/8÷8)=211/-320
第8390题: 1/2÷2'1/6=3/13
第8391题: 2'1/2+4=6'1/2
第8392题: (2'1/6-3'1/4÷1)=-1'1/12
第8393题: 1'1/1-9÷(6+1/1)=5/7
第8394题: 9+7÷2=12'1/2
第8395题: 9+7=16
第8396题: (3/10*1'1/1)*2'4/8=1'1/2
第8397题: (1'2/3-7)÷2/7÷10=-1'13/15
第8398题: 4/6-7/10=1/-30
第8399题: (4'4/5+4)+1/2=9'3/10
第8400题: 1+(8*8+1)=66
第8401题: 4*(4'8/9+3'1/3)=32'8/9
第8402题: (8'3/8÷1/10-1'1/1+10)=91'3/4
第8403题: (7+1'1/2)+3=11'1/2
第8404题: 7*6*2'1/5÷2/5=231
第8405题: 3'4/5+2'1/2=6'3/10
第8406题: (1'2/3*5'2/5)*10+1'1/1=92
第8407题: (6*1/10*4)=2'2/5
第8408题: 1/2-(10-(2+9))=1'1/2
第8409题: 2/7÷1'1/2=4/21
第8410题: 3÷(6*5÷5/9)=1/18
第8411题: (1'8/10÷3)÷(9-3/6)=6/85
第8412题: 1÷4÷5=1/20
第8413题: 1'5/6-2÷3/5*1=-1'1/2
第8414题: 4/6-6-1'1/8+1/2=-5'23/24
第8415题: (1/2-8*2'1/3+8)=-10'1/6
第8416题: 1*9-1/7=8'6/7
第8417题: 10+(5-8-8)=-1
第8418题: 1'1/10÷9=11/90
第8419题: (9÷1/2*(5'2/10+6))=201'3/5
第8420题: 4/6*8*(1'1/1-10)=-42'2/3
第8421题: 10-2'1/4=7'3/4
第8422题: 1+2/3=1'2/3
第8423题: (1÷(1*3/6÷8))=16
第8424题: 6/7-9=-8'1/7
第8425题: (1/2+6-6'3/7)=1/14
第8426题: (6÷1'4/6)-3=3/5
第8427题: (5'4/7÷2-10÷8/9)=-8'13/28
第8428题: (2'1/3-10)÷3/5-5=-17'7/9
第8429题: (9÷(1/4÷4*1/2))=288
第8430题: 2/3-1'1/2=-5/6
第8431题: 1-7'4/7*(7÷1/7)=-370
第8432题: 5'3/9÷8+1*5=5'2/3
第8433题: 5'1/6-3=2'1/6
第8434题: (5-6/7*1'1/1*5/8)=3'13/14
第8435题: 1/4-2/5=3/-20
第8436题: 1'4/8*(4+(2÷1))=9
第8437题: (1/2+10-1)*5'1/6=49'1/12
第8438题: 2/6-1/4÷10=37/120
第8439题: (10÷3'2/6*2)=6
第8440题: 3/6+3/7=13/14
第8441题: 3-1/3+2'2/7*2=7'5/21
第8442题: (1/9*3/4*1'1/2*9)=1'1/8
第8443题: 8*(6+(9÷1/1))=120
第8444题: 1/4-(2÷10)=1/20
第8445题: (1+4)-2/3=4'1/3
第8446题: (7÷2/7-2/4)=24
第8447题: (7*1/2)-5=-1'1/2
第8448题: 4'6/10+(3/9*1/2)=4'23/30
第8449题: (5+1'1/1)+2'1/2-10=1/-2
第8450题: 9'7/10+7=16'7/10
第8451题: 4÷9/10=4'4/9
第8452题: (6-1'1/1)÷(3-7'8/9)=9/-11
第8453题: 3/4*(8/9÷10)=1/15
第8454题: 1/3+3/7*2'1/3=1'1/3
第8455题: 5'1/6-(3'3/10*5)*1/7=2'17/21
第8456题: (5'7/10+5/9*3'7/8*1'1/1)=10'1/180
第8457题: 7'6/10*(1/5*(6/10-1'1/4))=247/-250
第8458题: 7*(7÷5)=9'4/5
第8459题: 7*(9'9/10-2)=55'3/10
第8460题: 10*3'2/5=34
第8461题: 3'1/3-1/1-3=-2/3
第8462题: 5/6*10=8'1/3
第8463题: 4'1/8*1/3*4=5'1/2
第8464题: 4/9*6=2'2/3
第8465题: 4+8+5=17
第8466题: 4/6+4=4'2/3
第8467题: 6÷4'1/5+4'3/4=6'5/28
第8468题: 6÷2/3*3=27
第8469题: (2*3)÷6=1
第8470题: 1'1/1+9'3/9=11'1/3
第8471题: 7+(6÷1/6)=43
第8472题: 3'1/3÷(1+3)=5/6
第8473题: 1/6-8=-7'5/6
第8474题: (1/3+8/10)-4'5/7-5'1/5=-8'82/105
第8475题: 4/7÷(1÷(8'1/8÷6))=65/84
第8476题: 5'6/10-(1/1-1/4)=4'17/20
第8477题: 7÷9+4-5=-2/9
第8478题: (3+(6-6'4/9-5))=-2'4/9
第8479题: 6÷2/3*2'1/2=22'1/2
第8480题: 8'9/10÷3/4=11'13/15
第8481题: 6+2/3=6'2/3
第8482题: (4'4/7+3/5)÷(1/7-2'1/4)=-2'134/295
第8483题: 6'6/8+7=13'3/4
第8484题: 8*(3+2/3)+1/9=29'4/9
第8485题: 4÷(6*3/4)=8/9
第8486题: 3/4÷7/9=27/28
第8487题: (3'2/6-4)*7'8/10=-5'1/5
第8488题: 1÷9*(1/2*6)=1/3
第8489题: 2'7/10÷10=27/100
第8490题: (3-1/4-10)=-7'1/4
第8491题: 2'1/5÷1=2'1/5
第8492题: 3*(10+5'4/6)+10=57
第8493题: 8+7÷3/4=17'1/3
第8494题: (4/6*1/9)*3'1/6=19/81
第8495题: 3/5+(8÷4/7)=14'3/5
第8496题: 2-1/1=1
第8497题: 4+4÷4*6=10
第8498题: 8*9/10=7'1/5
第8499题: (2+4/8)-4'4/5=-2'3/10
第8500题: 5'1/5÷(1+3/6)=3'7/15
第8501题: 1/2-3-(4'1/8*2/10)=-3'13/40
第8502题: (3'4/8÷1/6)*(7*10)=1470
第8503题: 1'1/2+4=5'1/2
第8504题: 9-1'1/1÷3'2/4=8'3/7
第8505题: 2*3÷3=2
第8506题: 9'2/9÷(2'6/9+2/9)=3'5/26
第8507题: 5'8/9÷9=53/81
第8508题: 1/6+2'5/9=2'13/18
第8509题: 3*4/7=1'5/7
第8510题: (1/5+1'1/1)+2=4'1/5
第8511题: 4/8÷(9*1/6)=1/3
第8512题: 6'1/6+8=14'1/6
第8513题: (4'8/9÷1'1/1)+1'1/1=4'4/9
第8514题: 1'1/1*6/9=1'1/3
第8515题: (4-1/5*1'1/2)=3'7/10
第8516题: 8+(1÷4'8/10)=8'5/24
第8517题: (1/8-4÷3)+2=19/24
第8518题: 6+(3*5*3)=51
第8519题: (1/3+3/4+6)=7'1/12
第8520题: 10-6-1'1/2=2'1/2
第8521题: 8*1/2=4
第8522题: 1'1/1*6÷1'1/1=6
第8523题: 6'5/6÷(7-10)=-2'5/18
第8524题: (10÷5*10)=20
